elife06,inspecQt,elife05,elife04,inspecKb2,elife03,inspecKb1,elife02,elife01,inspecArea,inspecKb3,avgnight,avgdaytime,inspecPoint,inspecYy
50,3,50,53,녹지,54,가,54,51,중구대청공원내,일반,50,53,충혼탑입구,2009
54,3,59,61,종합병원,62,가,60,61,부산진구개금2동백병원주변,도로,56,61,개금2동새마을금고앞,2009
57,3,63,65,종합병원,67,가,64,65,부산진구개금2동백병원주변,도로,60,65,주원초등학교옆,2009
47,3,50,55,종합병원,59,가,57,61,부산진구개금2동백병원주변,일반,48,58,건강탕앞,2009
48,3,49,54,종합병원,53,가,52,52,부산진구개금2동백병원주변,일반,48,52,고원아파트1동107,2009
49,3,51,56,종합병원,58,가,55,59,부산진구개금2동백병원주변,일반,50,57,하성약국,2009
51,3,52,57,종합병원,56,가,56,58,부산진구개금2동백병원주변,일반,51,56,하성약국옆,2009
66,3,67,68,일반주거,71,나,67,71,기장군기장읍동부리,도로,66,69,기아자동차앞,2009
66,3,67,68,일반주거,71,나,67,71,기장군기장읍동부리,도로,66,69,제비표페인트앞,2009
50,3,53,54,일반주거,57,나,58,56,기장군기장읍동부리,일반,51,56,대진아파트앞,2009
50,3,52,51,일반주거,52,나,54,55,기장군기장읍동부리,일반,51,53,유한빌라앞,2009
49,3,52,53,일반주거,55,나,51,52,기장군기장읍동부리,일반,50,52,제3기장교회앞,2009
59,3,65,67,일반주거,68,나,69,68,동래구사직2동,도로,62,68,사직로얄A입구건너편,2009
63,3,67,69,일반주거,73,나,71,68,동래구사직2동,도로,65,70,종로엠스쿨앞,2009
47,3,56,60,일반주거,58,나,57,54,동래구사직2동,일반,51,57,묵자골감자탕앞,2009
51,3,53,58,일반주거,57,나,56,54,동래구사직2동,일반,52,56,하나메기탕앞,2009
68,3,69,70,일반주거,69,나,71,73,북구덕천1동,도로,68,70,13동시영APT입구,2009
67,3,68,70,일반주거,69,나,71,71,북구덕천1동,도로,67,70,1동시영APT입구,2009
49,3,52,57,일반주거,52,나,55,54,북구덕천1동,일반,50,54,14동시영APT뒤,2009
54,3,56,58,일반주거,54,나,58,58,북구덕천1동,일반,55,57,미진골든빌라앞,2009
48,3,53,53,일반주거,54,나,54,55,북구덕천1동,일반,50,54,시영A5동5-6라인,2009
65,3,66,68,일반주거1,68,나,69,69,기장군기장읍동부리,도로,65,68,기아자동차앞,2009
66,3,67,67,일반주거1,71,나,69,69,기장군기장읍동부리,도로,66,69,제비표페인트앞,2009
49,3,52,54,일반주거1,56,나,54,52,기장군기장읍동부리,일반,50,54,대진아파트앞,2009
47,3,50,50,일반주거1,53,나,52,51,기장군기장읍동부리,일반,48,51,유한빌라앞,2009
48,3,49,51,일반주거1,54,나,52,52,기장군기장읍동부리,일반,48,52,제3기장교회앞,2009
59,3,64,67,일반주거2,68,나,67,67,동래구사직2동,도로,61,67,사직로얄A입구건너편,2009
62,3,65,68,일반주거2,69,나,68,67,동래구사직2동,도로,63,68,종로엠스쿨앞,2009
50,3,52,56,일반주거2,55,나,54,56,동래구사직2동,일반,51,55,묵자골감자탕앞,2009
47,3,49,51,일반주거2,53,나,51,50,동래구사직2동,일반,48,51,사직주공안,2009
52,3,52,57,일반주거2,56,나,56,55,동래구사직2동,일반,52,56,하나메기탕앞,2009
66,3,67,68,일반주거3,68,나,69,70,북구덕천1동,도로,66,68,13동시영APT입구,2009
66,3,67,70,일반주거3,67,나,68,69,북구덕천1동,도로,66,68,1동 시영APT입구,2009
48,3,51,54,일반주거3,54,나,53,52,북구덕천1동,일반,49,53,14동 시영APT뒤,2009
52,3,53,55,일반주거3,58,나,54,55,북구덕천1동,일반,52,55,미진골든빌라앞,2009
47,3,50,53,일반주거3,54,나,52,53,북구덕천1동,일반,48,53,시영A5동5-6라인,2009
55,2,59,61,종합병원,61,가,62,62,부산진구 개금2동백병원주변,도로,57,61,개금2동새마을금고앞,2009
59,2,62,66,종합병원,65,가,64,67,부산진구 개금2동백병원주변,도로,60,65,주원초등학교옆,2009
47,2,49,55,종합병원,58,가,56,57,부산진구 개금2동백병원주변,일반,48,56,건강탕앞,2009
47,2,51,53,종합병원,56,가,54,54,부산진구 개금2동백병원주변,일반,49,54,고원APT1동107,2009
50,2,51,57,종합병원,57,가,57,57,부산진구 개금2동백병원주변,일반,50,57,하성약국옆,2009
66,2,67,69,일반주거1,71,나,70,68,기장군 기장읍 동부리,도로,66,69,기아자동차앞,2009
66,2,68,71,일반주거1,69,나,69,71,기장군 기장읍 동부리,도로,67,70,제비표페인트앞,2009
49,2,52,52,일반주거1,52,나,56,51,기장군 기장읍 동부리,일반,50,52,대진아파트앞,2009
49,2,50,52,일반주거1,54,나,51,49,기장군 기장읍 동부리,일반,49,51,유한빌라,2009
49,2,50,51,일반주거1,51,나,49,48,기장군 기장읍 동부리,일반,49,49,제3기장교회앞,2009
62,2,64,69,일반주거2,66,나,69,67,동래구 사직2동,도로,63,67,사직로얄A입구건너편,2009
63,2,65,69,일반주거2,70,나,68,68,동래구 사직2동,도로,64,68,종로엠스쿨앞,2009
52,2,53,56,일반주거2,57,나,60,57,동래구 사직2동,일반,52,57,묵자골감자탕앞,2009
48,2,49,53,일반주거2,51,나,50,49,동래구 사직2동,일반,48,50,사직주공안,2009
50,2,52,59,일반주거2,58,나,55,55,동래구 사직2동,일반,51,56,하나메기탕앞,2009
66,2,70,70,일반주거3,72,나,69,69,북구 덕천1동,도로,68,70,13동시영APT입구,2009
67,2,69,71,일반주거3,69,나,69,69,북구 덕천1동,도로,68,69,1동시영APT입구,2009
49,2,53,53,일반주거3,54,나,55,52,북구 덕천1동,일반,51,53,14동시영APT뒤,2009
51,2,53,56,일반주거3,56,나,55,55,북구 덕천1동,일반,52,55,미진골든빌라앞,2009
48,2,53,51,일반주거3,54,나,53,52,북구 덕천1동,일반,50,52,시영A5동5~6라인,2009
58,1,62,66,녹지,66,가,61,66,중구 대청공원내,도로,60,64,방범초소앞,2009
55,1,57,62,녹지,61,가,64,59,중구 대청공원내,도로,56,61,시민헌장앞,2009
45,1,45,52,녹지,54,가,53,52,중구 대청공원내,일반,45,52,도서관앞,2009
45,1,46,52,녹지,54,가,53,51,중구 대청공원내,일반,45,52,동상앞,2009
50,1,51,57,녹지,57,가,57,53,중구 대청공원내,일반,50,56,충혼탑입구,2009
56,1,58,61,종합병원,61,가,61,61,부산진구개금2동백병원주변,도로,57,61,개금2동새마을금고앞,2009
59,1,61,65,종합병원,65,가,64,65,부산진구개금2동백병원주변,도로,60,64,주원초등학교옆,2009
47,1,49,54,종합병원,56,가,53,60,부산진구개금2동백병원주변,일반,48,55,건강탕앞,2009
45,1,50,56,종합병원,56,가,53,52,부산진구개금2동백병원주변,일반,47,54,고원아파트1동107,2009
50,1,52,56,종합병원,57,가,57,55,부산진구개금2동백병원주변,일반,51,56,하성약국옆,2009
62,1,66,69,일반주거1,68,나,69,69,기장군기장읍동부리,도로,64,68,기아자동차앞,2009
63,1,67,67,일반주거1,67,나,68,68,기장군기장읍동부리,도로,65,67,제비표페인트앞,2009
51,1,50,54,일반주거1,56,나,56,55,기장군기장읍동부리,일반,50,55,대진아파트앞,2009
49,1,51,54,일반주거1,54,나,53,52,기장군기장읍동부리,일반,50,53,유한빌라앞,2009
49,1,53,54,일반주거1,54,나,56,53,기장군기장읍동부리,일반,51,54,제3기장교회앞,2009
57,1,63,66,일반주거2,69,나,68,67,동래구사직2동,도로,60,67,사직로얄A입구건너편,2009
63,1,66,68,일반주거2,70,나,69,67,동래구사직2동,도로,64,68,종로엠스쿨앞,2009
50,1,52,58,일반주거2,57,나,54,54,동래구사직2동,일반,51,55,묵자골감자탕앞,2009
45,1,48,51,일반주거2,51,나,50,51,동래구사직2동,일반,46,50,사직주공안,2009
48,1,52,59,일반주거2,59,나,57,53,동래구사직2동,일반,50,57,하나메기탕앞,2009
66,1,68,69,일반주거3,68,나,69,70,북구덕천1동,도로,67,69,13동시영APT입구,2009
65,1,68,68,일반주거3,70,나,69,69,북구덕천1동,도로,66,69,1동시영APT입구,2009
50,1,52,54,일반주거3,52,나,55,54,북구덕천1동,일반,51,53,14동시영APT뒤,2009
50,1,50,58,일반주거3,56,나,56,57,북구덕천1동,일반,50,56,미진골든빌라앞,2009
48,1,50,53,일반주거3,52,나,53,53,북구덕천1동,일반,49,52,시영A5동~6라인앞,2009
66,1,68,70,상업,68,다,66,68,해운대구중1동,도로,67,68,메리어트호텔우,2009
67,1,68,70,상업,68,다,70,68,해운대구중1동,도로,67,69,메리어트호텔좌,2009
54,1,54,55,상업,58,다,58,58,해운대구중1동,일반,54,57,메리어트호텔뒤,2009
57,1,57,62,상업,61,다,59,60,해운대구중1동,일반,57,60,파라다이스호텔옆,2009
54,1,57,60,상업,59,다,62,59,해운대구중1동,일반,55,60,파라다이스호텔입구,2009
66,1,68,69,준공업,70,다,67,69,영도구남항동,도로,67,68,남항새마을금고,2009
62,1,68,69,준공업,70,다,68,70,영도구남항동,도로,65,69,카이스트안경앞,2009
44,1,50,58,준공업,57,다,60,64,영도구남항동,일반,47,59,(주)태림오릭스옆,2009
44,1,48,57,준공업,58,다,59,62,영도구남항동,일반,46,59,신한아파트앞,2009
45,1,52,59,준공업,57,다,59,60,영도구남항동,일반,48,58,하나전기앞,2009
57,2,61,66,녹지,67,가,66,66,중구 대청공원내,도로,59,66,방범초소앞,2009
56,2,58,58,녹지,61,가,64,60,중구 대청공원내,도로,57,60,시민헌장앞,2009
45,2,47,51,녹지,56,가,57,51,중구 대청공원내,일반,46,53,도서관앞,2009
43,2,44,46,녹지,54,가,53,48,중구 대청공원내,일반,43,50,동상앞,2009
52,2,55,56,녹지,57,가,57,57,중구 대청공원내,일반,53,56,충혼탑입구,2009
63,2,64,68,일반주거2,70,나,66,69,동래구사직2동,도로,63,68,종로엠스쿨앞,2008
52,2,54,58,일반주거2,60,나,61,58,동래구사직2동,일반,53,59,묵자골감자탕앞,2008
49,2,51,54,일반주거2,52,나,50,53,동래구사직2동,일반,50,52,사직주공안,2008
53,2,55,59,일반주거2,58,나,55,59,동래구사직2동,일반,54,57,하나메기탕앞,2008
66,2,69,69,일반주거3,69,나,71,71,북구덕천1동,도로,67,70,13동시영APT입구,2008
49,2,50,54,일반주거3,55,나,54,55,북구덕천1동,일반,49,54,14동시영APT뒤,2008
53,2,54,55,일반주거3,58,나,57,59,북구덕천1동,일반,53,57,미진골든빌라앞,2008
48,2,50,52,일반주거3,53,나,53,54,북구덕천1동,일반,49,53,시영5동5~6라인앞,2008
67,2,67,68,상업,66,다,68,69,해운대구중1동,도로,67,67,메리어트호텔우,2008
67,2,67,67,상업,67,다,68,68,해운대구중1동,도로,67,67,메리어트호텔좌,2008
50,2,55,54,상업,56,다,54,56,해운대구중1동,일반,52,55,메리어트호텔뒤,2008
51,2,57,59,상업,58,다,56,58,해운대구중1동,일반,54,57,파라다이스호텔옆,2008
51,2,56,59,상업,59,다,55,57,해운대구중1동,일반,53,57,파라다이스호텔입구,2008
66,2,70,69,준공업,70,다,69,70,영도구남항동,도로,68,69,남항새마을금고,2008
62,2,67,70,준공업,71,다,71,70,영도구남항동,도로,64,70,카이스트안경앞,2008
42,2,44,55,준공업,64,다,61,64,영도구남항동,일반,43,61,(주)태림오릭스옆,2008
40,2,44,56,준공업,64,다,60,67,영도구남항동,일반,42,61,신한아파트앞,2008
43,2,46,60,준공업,64,다,57,65,영도구남항동,일반,44,61,하나전기앞,2008
57,3,63,65,녹지,68,가,68,67,중구 대청공원내,도로,60,67,방범초소앞,2008
56,3,61,61,녹지,62,가,62,60,중구 대청공원내,도로,58,61,시민헌장앞,2008
47,3,50,51,녹지,52,가,52,55,중구 대청공원내,일반,48,52,도서관앞,2008
48,3,48,50,녹지,50,가,50,53,중구 대청공원내,일반,48,50,동상앞,2008
53,3,52,56,녹지,57,가,57,58,중구 대청공원내,일반,52,57,충혼탑입구,2008
55,3,58,61,종합병원,60,가,64,62,부산진구개금2동백병원주변,도로,56,61,개금2동새마을금고앞,2008
56,1,62,65,녹지,68,가,68,67,중구 대청공원내,도로,59,67,방범초소앞,2008
56,1,60,62,녹지,61,가,62,60,중구 대청공원내,도로,58,61,시민헌장앞,2008
47,1,49,54,녹지,54,가,54,54,중구 대청공원내,일반,48,54,도서관앞,2008
48,1,49,50,녹지,51,가,50,53,중구 대청공원내,일반,48,51,동상앞,2008
51,1,54,56,녹지,55,가,54,55,중구 대청공원내,일반,52,55,충혼탑입구,2008
54,1,60,63,종합병원,63,가,58,64,부산진구개금2동백병원주변,도로,57,62,개금2동새마을금고앞,2008
56,1,59,65,종합병원,65,가,64,65,부산진구개금2동백병원주변,도로,57,64,주원초등학교옆,2008
45,1,44,59,종합병원,51,가,53,56,부산진구개금2동백병원주변,일반,44,54,건강탕앞,2008
44,1,48,56,종합병원,51,가,50,57,부산진구개금2동백병원주변,일반,46,53,고원아파트1-107,2008
47,1,51,57,종합병원,56,가,57,57,부산진구개금2동백병원주변,일반,49,56,하성약국옆,2008
65,1,67,70,일반주거1,67,나,67,68,기장군기장읍동부리,도로,66,68,기아자동차앞,2008
64,1,66,69,일반주거1,68,나,67,68,기장군기장읍동부리,도로,65,68,제비표페인트앞,2008
49,1,49,50,일반주거1,54,나,53,53,기장군기장읍동부리,일반,49,52,대진아파트앞,2008
49,1,51,52,일반주거1,53,나,53,50,기장군기장읍동부리,일반,50,52,유한빌라앞,2008
49,1,53,54,일반주거1,55,나,54,55,기장군기장읍동부리,일반,51,54,제3기장교회앞,2008
64,1,66,69,일반주거2,67,나,66,68,동래구사직2동,도로,65,67,사직로얄A입구건너편,2008
63,1,65,68,일반주거2,67,나,65,67,동래구사직2동,도로,64,66,종로엠스쿨앞,2008
54,1,55,60,일반주거2,58,나,60,57,동래구사직2동,일반,54,58,묵자골감자탕앞,2008
50,1,52,56,일반주거2,55,나,51,55,동래구사직2동,일반,51,54,사직주공안,2008
52,1,56,57,일반주거2,59,나,58,61,동래구사직2동,일반,54,58,하나메기탕앞,2008
67,1,70,69,일반주거3,70,나,69,72,북구덕천1동,도로,68,70,13동시영APT입구,2008
68,1,68,70,일반주거3,69,나,70,71,북구덕천1동,도로,68,70,1동시영APT입구,2008
50,1,55,54,일반주거3,55,나,55,57,북구덕천1동,일반,52,55,14동시영APT뒤,2008
51,1,56,56,일반주거3,57,나,58,59,북구덕천1동,일반,53,57,미진골든빌라앞,2008
50,1,55,52,일반주거3,54,나,55,56,북구덕천1동,일반,52,54,시영5동5~6라인앞,2008
65,1,67,68,상업,69,다,69,70,해운대구중1동,도로,66,69,메리어트호텔우,2008
64,1,68,67,상업,67,다,68,69,해운대구중1동,도로,66,67,메리어트호텔좌,2008
50,1,51,53,상업,52,다,54,53,해운대구중1동,일반,50,53,메리어트호텔뒤,2008
50,1,53,57,상업,59,다,57,58,해운대구중1동,일반,51,57,파라다이스호텔옆,2008
51,1,53,55,상업,56,다,59,59,해운대구중1동,일반,52,57,파라다이스호텔입구,2008
68,1,70,71,준공업,70,다,70,71,영도구남항동,도로,69,70,남항새마을금고,2008
67,1,69,71,준공업,71,다,71,71,영도구남항동,도로,68,71,카이스트안경앞,2008
47,1,50,63,준공업,63,다,64,63,영도구남항동,일반,48,63,(주)태림오릭스옆,2008
48,1,52,61,준공업,63,다,62,62,영도구남항동,일반,50,62,신한아파트앞,2008
46,1,50,59,준공업,61,다,62,63,영도구남항동,일반,48,61,하나전기앞,2008
60,2,63,65,녹지,66,가,67,68,중구대청공원내,도로,61,66,방범초소앞,2008
54,2,58,60,녹지,63,가,63,59,중구대청공원내,도로,56,61,시민헌장앞,2008
46,2,50,51,녹지,54,가,53,51,중구대청공원내,일반,48,52,도서관앞,2008
47,2,48,52,녹지,53,가,55,51,중구대청공원내,일반,47,52,동상앞,2008
52,2,53,54,녹지,55,가,55,58,중구대청공원내,일반,52,55,충혼탑입구,2008
55,2,58,62,종합병원,61,가,61,62,부산진구개금2동백병원주변,도로,56,61,개금2동새마을금고앞,2008
59,2,61,63,종합병원,65,가,66,67,부산진구개금2동백병원주변,도로,60,65,주원초등학교옆,2008
47,2,49,54,종합병원,59,가,56,56,부산진구개금2동백병원주변,일반,48,56,건강탕앞,2008
46,2,48,55,종합병원,54,가,56,58,부산진구개금2동백병원주변,일반,47,55,고원A1동107호앞,2008
50,2,51,57,종합병원,57,가,58,56,부산진구개금2동백병원주변,일반,50,57,하성약국옆,2008
62,2,66,68,일반주거1,67,나,69,69,기장군기장읍동부리,도로,64,68,기아자동차앞,2008
63,2,67,68,일반주거1,66,나,69,68,기장군기장읍동부리,도로,65,67,제비표페인트앞,2008
48,2,53,53,일반주거1,54,나,55,54,기장군기장읍동부리,일반,50,54,대진아파트앞,2008
48,2,51,53,일반주거1,53,나,53,52,기장군기장읍동부리,일반,49,52,유한빌라앞,2008
50,2,52,53,일반주거1,55,나,54,56,기장군기장읍동부리,일반,51,54,제3기장교회앞,2008
64,2,65,68,일반주거2,68,나,67,69,동래구사직2동,도로,64,68,사직로얄A입구건너편,2008
60,3,61,64,종합병원,64,가,64,66,부산진구개금2동백병원주변,도로,60,64,주원초등학교옆,2008
48,3,50,57,종합병원,51,가,57,64,부산진구개금2동백병원주변,일반,49,57,건강탕앞,2008
48,3,47,56,종합병원,57,가,53,52,부산진구개금2동백병원주변,일반,47,54,고원아파트1동107,2008
50,3,52,58,종합병원,59,가,57,56,부산진구개금2동백병원주변,일반,51,57,하성약국옆,2008
61,3,64,69,일반주거1,71,나,69,69,기장군기장읍동부리,도로,62,69,기아자동차앞,2008
59,3,65,66,일반주거1,69,나,70,67,기장군기장읍동부리,도로,62,68,제비표페인트앞,2008
50,3,51,52,일반주거1,57,나,54,51,기장군기장읍동부리,일반,50,53,대진아파트앞,2008
50,3,53,54,일반주거1,56,나,56,58,기장군기장읍동부리,일반,51,56,유한빌라앞,2008
49,3,53,58,일반주거1,52,나,55,56,기장군기장읍동부리,일반,51,55,제3기장교회앞,2008
59,3,63,68,일반주거2,68,나,68,67,동래구사직2동,도로,61,67,사직로얄A입구건너편,2008
64,3,72,71,일반주거2,77,나,74,69,동래구사직2동,도로,68,72,종로엠스쿨앞,2008
52,3,55,56,일반주거2,58,나,57,54,동래구사직2동,일반,53,56,묵자골감자탕앞,2008
43,3,48,52,일반주거2,52,나,52,53,동래구사직2동,일반,45,52,사직주공안,2008
51,3,51,54,일반주거2,55,나,58,55,동래구사직2동,일반,51,55,하나메기탕앞,2008
66,3,71,71,일반주거3,71,나,70,70,북구덕천1동,도로,68,70,13동시영APT입구,2008
65,3,69,69,일반주거3,70,나,70,69,북구덕천1동,도로,67,69,1동시영APT입구,2008
46,3,48,54,일반주거3,57,나,55,51,북구덕천1동,일반,47,54,14동시영APT뒤,2008
53,3,55,58,일반주거3,57,나,57,57,북구덕천1동,일반,54,57,미진골든빌라앞,2008
50,3,51,54,일반주거3,55,나,53,52,북구덕천1동,일반,50,53,시영A5동5~6라인,2008
69,3,67,67,상업,69,다,68,69,해운대구중1동,도로,68,68,메리어트호텔우,2008
69,3,68,70,상업,68,다,68,69,해운대구중1동,도로,68,68,메리어트호텔좌,2008
55,3,54,57,상업,56,다,56,57,해운대구중1동,일반,54,56,메리어트호텔뒤,2008
57,3,57,60,상업,62,다,60,60,해운대구중1동,일반,57,60,파라다이스호텔옆,2008
53,3,55,58,상업,56,다,55,56,해운대구중1동,일반,54,56,파라다이스호텔입구,2008
67,3,69,71,준공업,70,다,70,71,영도구남항동,도로,68,70,남항새마을금고,2008
67,3,70,71,준공업,70,다,72,71,영도구남항동,도로,68,71,카이스트안경앞,2008
48,3,52,62,준공업,64,다,64,67,영도구남항동,일반,50,64,(주)태림오릭스옆,2008
46,3,50,61,준공업,63,다,61,65,영도구남항동,일반,48,62,신한아파트앞,2008
47,3,51,62,준공업,63,다,61,64,영도구남항동,일반,49,62,하나전기앞,2008
58,4,62,66,녹지,67,가,69,68,중구 대청공원내,도로,60,67,방범초소앞,2008
56,4,58,62,녹지,61,가,62,58,중구 대청공원내,도로,57,60,시민헌장앞,2008
45,4,45,52,녹지,54,가,54,52,중구 대청공원내,일반,45,53,도서관앞,2008
45,4,47,53,녹지,56,가,50,50,중구 대청공원내,일반,46,52,동상앞,2008
50,4,51,57,녹지,57,가,59,52,중구 대청공원내,일반,50,56,충혼탑입구,2008
57,4,59,62,종합병원,61,가,62,63,부산진구 개금2동 백병원주변,도로,58,62,개금2동새마을금고앞,2008
59,4,61,64,종합병원,65,가,64,66,부산진구 개금2동 백병원주변,도로,60,64,주원초등학교옆,2008
47,4,50,55,종합병원,55,가,58,58,부산진구 개금2동 백병원주변,일반,48,56,건강탕앞,2008
45,4,50,55,종합병원,57,가,53,52,부산진구 개금2동 백병원주변,일반,47,54,고원아파트1동107,2008
50,4,52,55,종합병원,56,가,57,55,부산진구 개금2동 백병원주변,일반,51,55,하성약국옆,2008
58,4,66,70,일반주거1,70,나,68,69,기장군 기장읍 동부리,도로,62,69,기아자동차앞,2008
62,4,70,70,일반주거1,77,나,70,69,기장군 기장읍 동부리,도로,66,71,제비표페인트앞,2008
55,4,56,59,일반주거1,55,나,58,58,기장군 기장읍 동부리,일반,55,57,대진아파트앞,2008
50,4,56,57,일반주거1,58,나,54,56,기장군 기장읍 동부리,일반,53,56,유한빌라앞,2008
47,4,59,57,일반주거1,58,나,50,50,기장군 기장읍 동부리,일반,53,53,제3기장교회앞,2008
56,4,63,65,일반주거2,70,나,69,68,동래구 사직2동,도로,59,68,사직로얄A입구건너편,2008
63,4,68,70,일반주거2,70,나,70,70,동래구 사직2동,도로,65,70,종로엠스쿨앞,2008
53,4,51,53,일반주거2,58,나,52,55,동래구 사직2동,일반,52,54,묵자골감자탕앞,2008
43,4,49,50,일반주거2,51,나,49,52,동래구 사직2동,일반,46,50,사직주공안,2008
47,4,52,60,일반주거2,55,나,56,55,동래구 사직2동,일반,49,56,하나메기탕앞,2008
69,4,69,71,일반주거3,71,나,71,73,북구 덕천1동,도로,69,71,13동시영APT입구,2008
67,4,69,69,일반주거3,71,나,70,71,북구 덕천1동,도로,68,70,1동시영APT입구,2008
54,4,49,52,일반주거3,56,나,56,56,북구 덕천1동,일반,51,55,14동 시영APT뒤,2008
53,4,55,57,일반주거3,58,나,58,59,북구 덕천1동,일반,54,58,미진골든빌라앞,2008
50,4,52,55,일반주거3,56,나,54,56,북구 덕천1동,일반,51,55,시영A5동5~6라인,2008
68,4,69,69,상업,68,다,70,69,해운대구 중1동,도로,68,69,메리어트호텔 우,2008
70,4,68,70,상업,67,다,70,71,해운대구 중1동,도로,69,69,메리어트호텔 좌,2008
54,4,53,53,상업,56,다,57,58,해운대구 중1동,일반,53,56,메리어트호텔 뒤,2008
58,4,60,60,상업,60,다,64,61,해운대구 중1동,일반,59,61,파라다이스호텔 옆,2008
64,4,54,55,상업,56,다,56,56,해운대구 중1동,일반,59,55,파라다이스호텔입구,2008
66,4,67,70,준공업,72,다,71,71,영도구 남항동,도로,66,71,남항새마을금고,2008
65,4,69,71,준공업,71,다,69,72,영도구 남항동,도로,67,70,카이스트안경앞,2008
45,4,50,55,준공업,64,다,64,64,영도구 남항동,일반,47,61,(주)태림오릭스옆,2008
43,4,50,54,준공업,61,다,63,60,영도구 남항동,일반,46,59,신한아파트앞,2008
45,4,49,51,준공업,64,다,62,63,영도구 남항동,일반,47,60,하나전기앞,2008
56,1,62,65,녹지,68,가,68,67,중구 대청공원내,도로,59,67,방범초소앞,2008
56,1,60,62,녹지,61,가,62,60,중구 대청공원내,도로,58,61,시민헌장앞,2008
47,1,49,54,녹지,54,가,54,54,중구 대청공원내,일반,48,54,도서관앞,2008
48,1,49,50,녹지,51,가,50,53,중구 대청공원내,일반,48,51,동상앞,2008
51,1,54,56,녹지,55,가,54,55,중구 대청공원내,일반,52,55,충혼탑입구,2008
54,1,60,63,종합병원,63,가,58,64,부산진구개금2동백병원주변,도로,57,62,개금2동새마을금고앞,2008
56,1,59,65,종합병원,65,가,64,65,부산진구개금2동백병원주변,도로,57,64,주원초등학교옆,2008
45,1,44,59,종합병원,51,가,53,56,부산진구개금2동백병원주변,일반,44,54,건강탕앞,2008
44,1,48,56,종합병원,51,가,50,57,부산진구개금2동백병원주변,일반,46,53,고원아파트1-107,2008
47,1,51,57,종합병원,56,가,57,57,부산진구개금2동백병원주변,일반,49,56,하성약국옆,2008
65,1,67,70,일반주거1,67,나,67,68,기장군기장읍동부리,도로,66,68,기아자동차앞,2008
64,1,66,69,일반주거1,68,나,67,68,기장군기장읍동부리,도로,65,68,제비표페인트앞,2008
49,1,49,50,일반주거1,54,나,53,53,기장군기장읍동부리,일반,49,52,대진아파트앞,2008
49,1,51,52,일반주거1,53,나,53,50,기장군기장읍동부리,일반,50,52,유한빌라앞,2008
49,1,53,54,일반주거1,55,나,54,55,기장군기장읍동부리,일반,51,54,제3기장교회앞,2008
64,1,66,69,일반주거2,67,나,66,68,동래구사직2동,도로,65,67,사직로얄A입구건너편,2008
63,1,65,68,일반주거2,67,나,65,67,동래구사직2동,도로,64,66,종로엠스쿨앞,2008
54,1,55,60,일반주거2,58,나,60,57,동래구사직2동,일반,54,58,묵자골감자탕앞,2008
50,1,52,56,일반주거2,55,나,51,55,동래구사직2동,일반,51,54,사직주공안,2008
52,1,56,57,일반주거2,59,나,58,61,동래구사직2동,일반,54,58,하나메기탕앞,2008
67,1,70,69,일반주거3,70,나,69,72,북구덕천1동,도로,68,70,13동시영APT입구,2008
68,1,68,70,일반주거3,69,나,70,71,북구덕천1동,도로,68,70,1동시영APT입구,2008
50,1,55,54,일반주거3,55,나,55,57,북구덕천1동,일반,52,55,14동시영APT뒤,2008
51,1,56,56,일반주거3,57,나,58,59,북구덕천1동,일반,53,57,미진골든빌라앞,2008
50,1,55,52,일반주거3,54,나,55,56,북구덕천1동,일반,52,54,시영5동5~6라인앞,2008
65,1,67,68,상업,69,다,69,70,해운대구중1동,도로,66,69,메리어트호텔우,2008
64,1,68,67,상업,67,다,68,69,해운대구중1동,도로,66,67,메리어트호텔좌,2008
50,1,51,53,상업,52,다,54,53,해운대구중1동,일반,50,53,메리어트호텔뒤,2008
50,1,53,57,상업,59,다,57,58,해운대구중1동,일반,51,57,파라다이스호텔옆,2008
51,1,53,55,상업,56,다,59,59,해운대구중1동,일반,52,57,파라다이스호텔입구,2008
68,1,70,71,준공업,70,다,70,71,영도구남항동,도로,69,70,남항새마을금고,2008
67,1,69,71,준공업,71,다,71,71,영도구남항동,도로,68,71,카이스트안경앞,2008
47,1,50,63,준공업,63,다,64,63,영도구남항동,일반,48,63,(주)태림오릭스옆,2008
48,1,52,61,준공업,63,다,62,62,영도구남항동,일반,50,62,신한아파트앞,2008
46,1,50,59,준공업,61,다,62,63,영도구남항동,일반,48,61,하나전기앞,2008
60,2,63,65,녹지,66,가,67,68,중구대청공원내,도로,61,66,방범초소앞,2008
54,2,58,60,녹지,63,가,63,59,중구대청공원내,도로,56,61,시민헌장앞,2008
46,2,50,51,녹지,54,가,53,51,중구대청공원내,일반,48,52,도서관앞,2008
47,2,48,52,녹지,53,가,55,51,중구대청공원내,일반,47,52,동상앞,2008
52,2,53,54,녹지,55,가,55,58,중구대청공원내,일반,52,55,충혼탑입구,2008
55,2,58,62,종합병원,61,가,61,62,부산진구개금2동백병원주변,도로,56,61,개금2동새마을금고앞,2008
59,2,61,63,종합병원,65,가,66,67,부산진구개금2동백병원주변,도로,60,65,주원초등학교옆,2008
47,2,49,54,종합병원,59,가,56,56,부산진구개금2동백병원주변,일반,48,56,건강탕앞,2008
46,2,48,55,종합병원,54,가,56,58,부산진구개금2동백병원주변,일반,47,55,고원A1동107호앞,2008
50,2,51,57,종합병원,57,가,58,56,부산진구개금2동백병원주변,일반,50,57,하성약국옆,2008
