elife06,inspecQt,elife05,elife04,inspecKb2,elife03,inspecKb1,elife02,elife01,inspecArea,inspecKb3,avgnight,avgdaytime,inspecPoint,inspecYy
46,2,50,53,일반주거3,51,나,50,54,북구덕천1동,일반,48,52,시영A5동5~6라인앞,2013
65,2,66,67,상업,67,다,65,66,해운대구중1동,도로,65,66,메리어트호텔 우,2013
65,2,66,70,상업,67,다,65,66,해운대구중1동,도로,65,67,메리어트호텔 좌,2013
55,2,56,59,상업,57,다,54,55,해운대구중1동,일반,55,56,메리어트호텔 뒤,2013
59,2,60,60,상업,62,다,62,61,해운대구중1동,일반,59,61,파라다이스호텔 옆,2013
55,2,55,54,상업,55,다,55,54,해운대구중1동,일반,55,54,파라다이스호텔입구,2013
63,2,69,69,준공업,70,다,70,72,영도구남항동,도로,66,70,남항새마을금고,2013
60,2,70,68,준공업,70,다,70,71,영도구남항동,도로,65,69,카이스트안경앞,2013
40,2,59,57,준공업,67,다,61,68,영도구남항동,일반,49,63,㈜태림오릭스옆,2013
41,2,56,57,준공업,65,다,56,63,영도구남항동,일반,48,60,신한아파트앞,2013
38,2,40,48,준공업,60,다,55,64,영도구남항동,일반,39,56,하나전기앞,2013
56,3,57,63,녹지,64,가,62,61,부산진구개금2동백병원주변,도로,56,62,개금2동새마을금고앞,2013
59,3,60,64,녹지,65,가,64,65,부산진구개금2동백병원주변,도로,59,64,주원초등학교옆,2013
58,3,63,66,녹지,70,가,67,66,중구대청공원내,도로,60,67,방범초소앞,2013
49,3,60,60,녹지,62,가,61,58,중구대청공원내,도로,54,60,시민헌장앞,2013
47,3,62,59,녹지,57,가,52,61,중구대청공원내,일반,54,57,도서관앞,2013
43,3,44,44,녹지,46,가,47,47,중구대청공원내,일반,43,46,동상앞,2013
52,3,52,59,녹지,58,가,59,57,중구대청공원내,일반,52,58,충혼탑입구,2013
48,3,53,52,종합병원,54,가,55,53,부산진구개금2동백병원주변,일반,50,53,건강탕앞,2013
49,3,50,56,종합병원,58,가,55,57,부산진구개금3동백병원주변,일반,49,56,고원아파트1동107호앞,2013
47,3,50,58,종합병원,56,가,56,58,부산진구개금4동백병원주변,일반,48,57,하성약국옆,2013
58,3,62,67,일반주거1,69,나,66,69,기장군기장읍동부리,도로,60,67,기아자동차앞,2013
59,3,62,68,일반주거1,67,나,67,68,기장군기장읍동부리,도로,60,67,제비표페인트앞,2013
48,3,53,53,일반주거1,54,나,55,55,기장군기장읍동부리,일반,50,54,대진아파트앞,2013
50,3,50,55,일반주거1,54,나,51,55,기장군기장읍동부리,일반,50,53,유한빌라앞,2013
49,3,51,56,일반주거1,56,나,54,57,기장군기장읍동부리,일반,50,55,제3기장교회앞,2013
59,3,59,65,일반주거2,65,나,66,69,동래구사직2동,도로,59,66,사직로얄A입구건너편,2013
66,3,67,68,일반주거2,68,나,70,71,동래구사직2동,도로,66,69,종로엠스쿨앞,2013
55,3,58,63,일반주거2,62,나,66,64,동래구사직2동,일반,56,63,묵자골감자탕앞,2013
45,3,46,54,일반주거2,54,나,53,56,동래구사직2동,일반,45,54,사직주공안,2013
52,3,51,58,일반주거2,59,나,59,58,동래구사직2동,일반,51,58,하나메기탕앞,2013
71,3,72,73,일반주거3,75,나,74,73,북구덕천1동,도로,71,73,13동 시영APT입구,2013
70,3,69,72,일반주거3,73,나,70,71,북구덕천1동,도로,69,71,1동 시영APT입구,2013
55,3,54,56,일반주거3,56,나,56,56,북구덕천1동,일반,54,56,14동 시영APT뒤,2013
54,3,54,57,일반주거3,56,나,56,57,북구덕천1동,일반,54,56,미진골든빌라앞,2013
50,3,49,55,일반주거3,55,나,58,66,북구덕천1동,일반,49,58,시영A5동5~6라인앞,2013
64,3,65,65,상업,68,다,66,66,해운대구중1동,도로,64,66,메리어트호텔 우,2013
57,1,70,62,녹지,62,가,61,61,부산진구개금2동백병원주변,도로,63,61,개금2동새마을금고앞,2013
49,3,51,56,일반주거1,56,나,54,57,기장군기장읍동부리,일반,50,55,제3기장교회앞,2013
59,3,59,65,일반주거2,65,나,66,69,동래구사직2동,도로,59,66,사직로얄A입구건너편,2013
66,3,67,68,일반주거2,68,나,70,71,동래구사직2동,도로,66,69,종로엠스쿨앞,2013
55,3,58,63,일반주거2,62,나,66,64,동래구사직2동,일반,56,63,묵자골감자탕앞,2013
45,3,46,54,일반주거2,54,나,53,56,동래구사직2동,일반,45,54,사직주공안,2013
52,3,51,58,일반주거2,59,나,59,58,동래구사직2동,일반,51,58,하나메기탕앞,2013
71,3,72,73,일반주거3,75,나,74,73,북구덕천1동,도로,71,73,13동 시영APT입구,2013
70,3,69,72,일반주거3,73,나,70,71,북구덕천1동,도로,69,71,1동 시영APT입구,2013
55,3,54,56,일반주거3,56,나,56,56,북구덕천1동,일반,54,56,14동 시영APT뒤,2013
54,3,54,57,일반주거3,56,나,56,57,북구덕천1동,일반,54,56,미진골든빌라앞,2013
50,3,49,55,일반주거3,55,나,58,66,북구덕천1동,일반,49,58,시영A5동5~6라인앞,2013
64,3,65,65,상업,68,다,66,66,해운대구중1동,도로,64,66,메리어트호텔 우,2013
66,3,66,68,상업,69,다,70,69,해운대구중1동,도로,66,69,메리어트호텔 좌,2013
53,3,51,56,상업,59,다,61,59,해운대구중1동,일반,52,58,메리어트호텔 뒤,2013
54,3,57,58,상업,62,다,63,59,해운대구중1동,일반,55,60,파라다이스호텔 옆,2013
54,3,52,56,상업,60,다,58,62,해운대구중1동,일반,53,59,파라다이스호텔입구,2013
67,3,67,69,준공업,72,다,69,72,영도구남항동,도로,67,70,남항새마을금고,2013
62,3,68,69,준공업,73,다,72,73,영도구남항동,도로,65,71,카이스트안경앞,2013
49,3,39,49,준공업,59,다,63,67,영도구남항동,일반,44,59,㈜태림오릭스옆,2013
48,3,55,55,준공업,64,다,63,62,영도구남항동,일반,51,61,신한아파트앞,2013
41,3,40,55,준공업,66,다,58,66,영도구남항동,일반,40,61,하나전기앞,2013
60,4,64,59,녹지,67,가,67,64,부산진구개금2동백병원주변,도로,62,64,개금2동새마을금고앞,2013
58,4,62,63,녹지,65,가,64,64,부산진구개금2동백병원주변,도로,60,64,주원초등학교옆,2013
60,4,67,66,녹지,67,가,66,69,중구대청공원내,도로,63,67,방범초소앞,2013
53,4,57,61,녹지,61,가,62,59,중구대청공원내,도로,55,60,시민헌장앞,2013
41,4,49,59,녹지,54,가,50,55,중구대청공원내,일반,45,54,도서관앞,2013
40,4,42,48,녹지,47,가,46,49,중구대청공원내,일반,41,47,동상앞,2013
44,4,60,55,녹지,60,가,59,58,중구대청공원내,일반,52,58,충혼탑입구,2013
55,4,56,52,종합병원,63,가,64,57,부산진구개금2동백병원주변,일반,55,59,건강탕앞,2013
55,4,55,53,종합병원,62,가,66,59,부산진구개금3동백병원주변,일반,55,60,고원아파트1동107호앞,2013
52,4,51,55,종합병원,63,가,60,56,부산진구개금4동백병원주변,일반,51,58,하성약국옆,2013
61,4,63,67,일반주거1,68,나,68,70,기장군기장읍동부리,도로,62,68,기아자동차앞,2013
61,4,63,68,일반주거1,67,나,66,67,기장군기장읍동부리,도로,62,67,제비표페인트앞,2013
44,4,47,56,일반주거1,52,나,50,54,기장군기장읍동부리,일반,45,53,대진아파트앞,2013
47,4,47,53,일반주거1,54,나,51,56,기장군기장읍동부리,일반,47,53,유한빌라앞,2013
44,4,46,56,일반주거1,52,나,50,51,기장군기장읍동부리,일반,45,52,제3기장교회앞,2013
59,4,65,65,일반주거2,70,나,68,69,동래구사직2동,도로,62,68,사직로얄A입구건너편,2013
63,4,64,68,일반주거2,67,나,67,70,동래구사직2동,도로,63,68,종로엠스쿨앞,2013
52,4,54,60,일반주거2,59,나,62,61,동래구사직2동,일반,53,60,묵자골감자탕앞,2013
51,4,51,55,일반주거2,56,나,55,56,동래구사직2동,일반,51,55,사직주공안,2013
52,4,53,55,일반주거2,61,나,62,58,동래구사직2동,일반,52,59,하나메기탕앞,2013
70,4,71,71,일반주거3,70,나,71,71,북구덕천1동,도로,70,70,13동 시영APT입구,2013
71,4,72,70,일반주거3,72,나,72,72,북구덕천1동,도로,71,71,1동 시영APT입구,2013
58,4,58,57,일반주거3,58,나,56,59,북구덕천1동,일반,58,57,14동 시영APT뒤,2013
57,4,57,59,일반주거3,58,나,58,58,북구덕천1동,일반,57,58,미진골든빌라앞,2013
52,4,57,56,일반주거3,54,나,54,55,북구덕천1동,일반,54,54,시영A5동5~6라인앞,2013
63,4,64,65,상업,65,다,64,66,해운대구중1동,도로,63,65,메리어트호텔 우,2013
67,4,72,68,상업,69,다,68,69,해운대구중1동,도로,69,68,메리어트호텔 좌,2013
52,4,53,56,상업,57,다,56,56,해운대구중1동,일반,52,56,메리어트호텔 뒤,2013
49,4,51,57,상업,57,다,56,56,해운대구중1동,일반,50,56,파라다이스호텔 옆,2013
49,4,51,55,상업,54,다,56,55,해운대구중1동,일반,50,55,파라다이스호텔입구,2013
64,4,63,67,준공업,67,다,68,67,영도구남항동,도로,63,67,남항새마을금고,2013
63,4,65,68,준공업,69,다,69,69,영도구남항동,도로,64,68,카이스트안경앞,2013
48,4,52,59,준공업,59,다,60,61,영도구남항동,일반,50,59,㈜태림오릭스옆,2013
49,4,49,53,준공업,56,다,62,62,영도구남항동,일반,49,58,신한아파트앞,2013
47,4,52,57,준공업,59,다,59,61,영도구남항동,일반,49,59,하나전기앞,2013
57,1,70,62,녹지,62,가,61,61,부산진구개금2동백병원주변,도로,63,61,개금2동새마을금고앞,2013
54,1,65,63,녹지,65,가,63,63,부산진구개금2동백병원주변,도로,59,63,주원초등학교옆,2013
54,1,57,63,녹지,63,가,62,64,중구대청공원내,도로,55,63,방범초소앞,2013
50,1,54,55,녹지,58,가,53,57,중구대청공원내,도로,52,55,시민헌장앞,2013
46,1,51,49,녹지,49,가,54,55,중구대청공원내,일반,48,51,도서관앞,2013
43,1,46,45,녹지,46,가,48,49,중구대청공원내,일반,44,47,동상앞,2013
51,1,53,53,녹지,53,가,53,52,중구대청공원내,일반,52,52,충혼탑입구,2013
51,1,57,57,종합병원,58,가,57,55,부산진구개금2동백병원주변,일반,54,56,건강탕앞,2013
55,1,60,58,종합병원,59,가,59,51,부산진구개금3동백병원주변,일반,57,56,고원아파트1동107호앞,2013
53,1,54,54,종합병원,62,가,61,59,부산진구개금4동백병원주변,일반,53,59,하성약국옆,2013
63,1,65,68,일반주거1,69,나,68,69,기장군기장읍동부리,도로,64,68,기아자동차앞,2013
63,1,64,67,일반주거1,69,나,70,69,기장군기장읍동부리,도로,63,68,제비표페인트앞,2013
47,1,52,57,일반주거1,58,나,58,61,기장군기장읍동부리,일반,49,58,대진아파트앞,2013
52,1,54,55,일반주거1,52,나,56,56,기장군기장읍동부리,일반,53,54,유한빌라앞,2013
48,1,54,55,일반주거1,51,나,51,52,기장군기장읍동부리,일반,51,52,제3기장교회앞,2013
57,1,64,64,일반주거2,70,나,71,70,동래구사직2동,도로,60,68,사직로얄A입구건너편,2013
62,1,67,68,일반주거2,68,나,69,68,동래구사직2동,도로,64,68,종로엠스쿨앞,2013
56,1,57,61,일반주거2,62,나,60,63,동래구사직2동,일반,56,61,묵자골감자탕앞,2013
48,1,49,54,일반주거2,51,나,51,57,동래구사직2동,일반,48,53,사직주공안,2013
50,1,53,60,일반주거2,58,나,62,57,동래구사직2동,일반,51,59,하나메기탕앞,2013
71,1,67,77,일반주거3,71,나,71,72,북구덕천1동,도로,69,72,13동 시영APT입구,2013
65,1,68,71,일반주거3,69,나,70,72,북구덕천1동,도로,66,70,1동 시영APT입구,2013
46,1,48,55,일반주거3,54,나,52,55,북구덕천1동,일반,47,54,14동 시영APT뒤,2013
54,1,57,59,일반주거3,59,나,58,59,북구덕천1동,일반,55,58,미진골든빌라앞,2013
45,1,51,55,일반주거3,56,나,55,53,북구덕천1동,일반,48,54,시영A5동5~6라인앞,2013
66,1,69,69,상업,68,다,68,70,해운대구중1동,도로,67,68,메리어트호텔 우,2013
67,1,67,67,상업,66,다,67,69,해운대구중1동,도로,67,67,메리어트호텔 좌,2013
59,1,62,62,상업,66,다,63,62,해운대구중1동,일반,60,63,메리어트호텔 뒤,2013
59,1,60,60,상업,61,다,60,60,해운대구중1동,일반,59,60,파라다이스호텔 옆,2013
57,1,57,55,상업,56,다,57,57,해운대구중1동,일반,57,56,파라다이스호텔입구,2013
61,1,65,69,준공업,67,다,68,67,영도구남항동,도로,63,67,남항새마을금고,2013
62,1,68,71,준공업,70,다,69,69,영도구남항동,도로,65,69,카이스트안경앞,2013
42,1,41,65,준공업,63,다,62,64,영도구남항동,일반,41,63,㈜태림오릭스옆,2013
42,1,44,63,준공업,64,다,56,66,영도구남항동,일반,43,62,신한아파트앞,2013
44,1,45,63,준공업,63,다,61,58,영도구남항동,일반,44,61,하나전기앞,2013
52,2,53,59,녹지,65,가,64,63,부산진구개금2동백병원주변,도로,52,62,개금2동새마을금고앞,2013
54,2,63,66,녹지,66,가,68,65,부산진구개금2동백병원주변,도로,58,66,주원초등학교옆,2013
62,2,65,68,녹지,67,가,57,67,중구대청공원내,도로,63,64,방범초소앞,2013
51,2,58,62,녹지,59,가,59,60,중구대청공원내,도로,54,60,시민헌장앞,2013
38,2,40,61,녹지,61,가,56,62,중구대청공원내,일반,39,60,도서관앞,2013
40,2,41,47,녹지,47,가,48,42,중구대청공원내,일반,40,46,동상앞,2013
50,2,56,59,녹지,57,가,58,57,중구대청공원내,일반,53,57,충혼탑입구,2013
49,2,48,50,종합병원,54,가,55,57,부산진구개금2동백병원주변,일반,48,54,건강탕앞,2013
48,2,50,52,종합병원,52,가,56,57,부산진구개금3동백병원주변,일반,49,54,고원아파트1동107호앞,2013
54,2,54,55,종합병원,54,가,54,54,부산진구개금4동백병원주변,일반,54,54,하성약국옆,2013
62,2,66,71,일반주거1,64,나,68,66,기장군기장읍동부리,도로,64,67,기아자동차앞,2013
61,2,64,70,일반주거1,68,나,68,70,기장군기장읍동부리,도로,62,69,제비표페인트앞,2013
48,2,51,52,일반주거1,54,나,55,56,기장군기장읍동부리,일반,49,54,대진아파트앞,2013
49,2,51,53,일반주거1,57,나,56,59,기장군기장읍동부리,일반,50,56,유한빌라앞,2013
49,2,51,53,일반주거1,55,나,52,57,기장군기장읍동부리,일반,50,54,제3기장교회앞,2013
59,2,65,63,일반주거2,68,나,67,68,동래구사직2동,도로,62,66,사직로얄A입구건너편,2013
62,2,70,68,일반주거2,68,나,67,69,동래구사직2동,도로,66,68,종로엠스쿨앞,2013
64,2,60,61,일반주거2,60,나,65,59,동래구사직2동,일반,62,61,묵자골감자탕앞,2013
48,2,52,52,일반주거2,54,나,52,52,동래구사직2동,일반,50,52,사직주공안,2013
55,2,56,58,일반주거2,58,나,57,62,동래구사직2동,일반,55,58,하나메기탕앞,2013
66,2,69,72,일반주거3,71,나,70,71,북구덕천1동,도로,67,71,13동 시영APT입구,2013
64,2,67,70,일반주거3,70,나,71,73,북구덕천1동,도로,65,71,1동 시영APT입구,2013
50,2,47,50,일반주거3,49,나,53,52,북구덕천1동,일반,48,51,14동 시영APT뒤,2013
53,2,53,56,일반주거3,56,나,55,57,북구덕천1동,일반,53,56,미진골든빌라앞,2013
46,2,50,53,일반주거3,51,나,50,54,북구덕천1동,일반,48,52,시영A5동5~6라인앞,2013
65,2,66,67,상업,67,다,65,66,해운대구중1동,도로,65,66,메리어트호텔 우,2013
65,2,66,70,상업,67,다,65,66,해운대구중1동,도로,65,67,메리어트호텔 좌,2013
55,2,56,59,상업,57,다,54,55,해운대구중1동,일반,55,56,메리어트호텔 뒤,2013
59,2,60,60,상업,62,다,62,61,해운대구중1동,일반,59,61,파라다이스호텔 옆,2013
55,2,55,54,상업,55,다,55,54,해운대구중1동,일반,55,54,파라다이스호텔입구,2013
63,2,69,69,준공업,70,다,70,72,영도구남항동,도로,66,70,남항새마을금고,2013
60,2,70,68,준공업,70,다,70,71,영도구남항동,도로,65,69,카이스트안경앞,2013
40,2,59,57,준공업,67,다,61,68,영도구남항동,일반,49,63,㈜태림오릭스옆,2013
41,2,56,57,준공업,65,다,56,63,영도구남항동,일반,48,60,신한아파트앞,2013
38,2,40,48,준공업,60,다,55,64,영도구남항동,일반,39,56,하나전기앞,2013
56,3,57,63,녹지,64,가,62,61,부산진구개금2동백병원주변,도로,56,62,개금2동새마을금고앞,2013
59,3,60,64,녹지,65,가,64,65,부산진구개금2동백병원주변,도로,59,64,주원초등학교옆,2013
58,3,63,66,녹지,70,가,67,66,중구대청공원내,도로,60,67,방범초소앞,2013
49,3,60,60,녹지,62,가,61,58,중구대청공원내,도로,54,60,시민헌장앞,2013
47,3,62,59,녹지,57,가,52,61,중구대청공원내,일반,54,57,도서관앞,2013
43,3,44,44,녹지,46,가,47,47,중구대청공원내,일반,43,46,동상앞,2013
52,3,52,59,녹지,58,가,59,57,중구대청공원내,일반,52,58,충혼탑입구,2013
48,3,53,52,종합병원,54,가,55,53,부산진구개금2동백병원주변,일반,50,53,건강탕앞,2013
49,3,50,56,종합병원,58,가,55,57,부산진구개금3동백병원주변,일반,49,56,고원아파트1동107호앞,2013
47,3,50,58,종합병원,56,가,56,58,부산진구개금4동백병원주변,일반,48,57,하성약국옆,2013
58,3,62,67,일반주거1,69,나,66,69,기장군기장읍동부리,도로,60,67,기아자동차앞,2013
59,3,62,68,일반주거1,67,나,67,68,기장군기장읍동부리,도로,60,67,제비표페인트앞,2013
48,3,53,53,일반주거1,54,나,55,55,기장군기장읍동부리,일반,50,54,대진아파트앞,2013
50,3,50,55,일반주거1,54,나,51,55,기장군기장읍동부리,일반,50,53,유한빌라앞,2013
53,2,54,58,일반주거1,58,나,57,55,기장군기장읍동부리,도로,53,57,제비표페인트앞,2012
56,2,54,58,일반주거1,62,나,64,63,기장군기장읍동부리,일반,55,61,대진아파트앞,2012
53,2,53,57,일반주거1,58,나,58,58,기장군기장읍동부리,일반,53,57,유한빌라앞,2012
49,2,50,52,일반주거1,52,나,53,56,기장군기장읍동부리,일반,49,53,제3기장교회앞,2012
54,2,54,56,일반주거2,55,나,58,57,동래구사직2동,도로,54,56,사직로얄A입구건너편,2012
66,2,66,66,일반주거2,65,나,65,67,동래구사직2동,도로,66,65,종로엠스쿨앞,2012
60,2,62,64,일반주거2,67,나,65,65,동래구사직2동,일반,61,65,묵자골감자탕앞,2012
56,2,48,62,일반주거2,56,나,63,59,동래구사직2동,일반,52,60,사직주공안,2012
56,2,54,55,일반주거2,54,나,56,53,동래구사직2동,일반,55,54,하나메기탕앞,2012
42,2,43,46,일반주거3,62,나,55,67,북구덕천1동,도로,42,57,13동 시영APT입구,2012
66,2,66,68,일반주거3,67,나,69,69,북구덕천1동,도로,66,68,1동 시영APT입구,2012
45,2,49,58,일반주거3,60,나,60,55,북구덕천1동,일반,47,58,14동 시영APT뒤,2012
68,2,65,67,일반주거3,69,나,67,70,북구덕천1동,일반,66,68,미진골든빌라앞,2012
60,2,68,68,일반주거3,68,나,70,71,북구덕천1동,일반,64,69,시영A5동5~6라인앞,2012
43,2,52,58,상업,63,다,60,61,해운대구중1동,도로,47,60,메리어트호텔 우,2012
46,2,42,58,상업,69,다,63,67,해운대구중1동,도로,44,64,메리어트호텔 좌,2012
57,2,65,59,상업,60,다,57,59,해운대구중1동,일반,61,58,메리어트호텔 뒤,2012
54,2,67,62,상업,60,다,59,57,해운대구중1동,일반,60,59,파라다이스호텔 옆,2012
47,2,52,53,상업,54,다,61,49,해운대구중1동,일반,49,54,파라다이스호텔입구,2012
68,2,69,69,준공업,70,다,68,70,영도구남항동,도로,68,69,남항새마을금고,2012
64,2,71,68,준공업,71,다,72,72,영도구남항동,도로,67,70,카이스트안경앞,2012
66,2,63,69,준공업,66,다,71,68,영도구남항동,일반,64,68,㈜태림오릭스옆,2012
49,2,51,55,준공업,58,다,53,50,영도구남항동,일반,50,54,신한아파트앞,2012
51,2,61,63,준공업,66,다,63,63,영도구남항동,일반,56,63,하나전기앞,2012
65,3,71,71,녹지,72,가,71,72,부산진구개금2동백병원주변,도로,68,71,개금2동새마을금고앞,2012
68,3,70,71,녹지,70,가,70,70,부산진구개금2동백병원주변,도로,69,70,주원초등학교옆,2012
48,3,49,50,녹지,55,가,51,53,중구대청공원내,도로,48,52,방범초소앞,2012
53,3,55,57,녹지,56,가,55,56,중구대청공원내,도로,54,56,시민헌장앞,2012
44,3,48,56,녹지,59,가,63,57,중구대청공원내,일반,46,58,도서관앞,2012
44,3,46,50,녹지,52,가,53,52,중구대청공원내,일반,45,51,동상앞,2012
50,3,52,60,녹지,58,가,58,58,중구대청공원내,일반,51,58,충혼탑입구,2012
59,3,62,65,종합병원,69,가,65,70,부산진구개금2동백병원주변,일반,60,67,건강탕앞,2012
53,3,58,65,종합병원,59,가,61,62,부산진구개금3동백병원주변,일반,55,61,고원아파트1동107호앞,2012
44,3,50,49,종합병원,49,가,58,58,부산진구개금4동백병원주변,일반,47,53,하성약국옆,2012
57,3,58,58,일반주거1,64,나,61,60,기장군기장읍동부리,도로,57,60,기아자동차앞,2012
51,3,53,55,일반주거1,56,나,56,56,기장군기장읍동부리,도로,52,55,제비표페인트앞,2012
56,3,57,58,일반주거1,62,나,61,62,기장군기장읍동부리,일반,56,60,대진아파트앞,2012
50,3,52,54,일반주거1,59,나,61,59,기장군기장읍동부리,일반,51,58,유한빌라앞,2012
51,3,49,52,일반주거1,56,나,56,52,기장군기장읍동부리,일반,50,54,제3기장교회앞,2012
52,3,53,54,일반주거2,55,나,56,56,동래구사직2동,도로,52,55,사직로얄A입구건너편,2012
67,3,67,70,일반주거2,67,나,68,68,동래구사직2동,도로,67,68,종로엠스쿨앞,2012
58,3,61,63,일반주거2,62,나,65,66,동래구사직2동,일반,59,64,묵자골감자탕앞,2012
46,3,49,55,일반주거2,55,나,55,58,동래구사직2동,일반,47,55,사직주공안,2012
46,3,51,56,일반주거2,56,나,57,58,동래구사직2동,일반,48,56,하나메기탕앞,2012
47,3,55,53,일반주거3,67,나,61,67,북구덕천1동,도로,51,62,13동 시영APT입구,2012
67,3,68,68,일반주거3,68,나,67,69,북구덕천1동,도로,67,68,1동 시영APT입구,2012
47,3,49,57,일반주거3,58,나,58,57,북구덕천1동,일반,48,57,14동 시영APT뒤,2012
58,3,62,67,일반주거3,64,나,66,66,북구덕천1동,일반,60,65,미진골든빌라앞,2012
57,3,58,64,일반주거3,67,나,68,64,북구덕천1동,일반,57,65,시영A5동5~6라인앞,2012
42,3,48,54,상업,64,다,56,64,해운대구중1동,도로,45,59,메리어트호텔 우,2012
46,3,48,61,상업,65,다,61,67,해운대구중1동,도로,47,63,메리어트호텔 좌,2012
54,3,59,59,상업,60,다,63,58,해운대구중1동,일반,56,60,메리어트호텔 뒤,2012
50,3,56,64,상업,61,다,65,60,해운대구중1동,일반,53,62,파라다이스호텔 옆,2012
49,3,51,58,상업,53,다,62,55,해운대구중1동,일반,50,57,파라다이스호텔입구,2012
63,3,65,69,준공업,71,다,71,70,영도구남항동,도로,64,70,남항새마을금고,2012
65,3,66,68,준공업,73,다,72,73,영도구남항동,도로,65,71,카이스트안경앞,2012
61,3,69,69,준공업,65,다,65,66,영도구남항동,일반,65,66,㈜태림오릭스옆,2012
44,3,49,54,준공업,50,다,50,50,영도구남항동,일반,46,51,신한아파트앞,2012
59,3,68,70,준공업,67,다,69,68,영도구남항동,일반,63,68,하나전기앞,2012
53,4,56,63,녹지,63,가,61,65,부산진구개금2동백병원주변,도로,54,63,개금2동새마을금고앞,2012
55,4,56,61,녹지,62,가,62,62,부산진구개금2동백병원주변,도로,55,61,주원초등학교옆,2012
61,4,66,67,녹지,65,가,67,68,중구대청공원내,도로,63,66,방범초소앞,2012
53,4,56,58,녹지,58,가,60,62,중구대청공원내,도로,54,59,시민헌장앞,2012
50,4,56,57,녹지,60,가,59,61,중구대청공원내,일반,53,59,도서관앞,2012
42,4,43,45,녹지,49,가,46,51,중구대청공원내,일반,42,47,동상앞,2012
50,4,55,57,녹지,54,가,57,58,중구대청공원내,일반,52,56,충혼탑입구,2012
50,4,53,57,종합병원,58,가,57,53,부산진구개금2동백병원주변,일반,51,56,건강탕앞,2012
52,4,52,54,종합병원,52,가,56,59,부산진구개금3동백병원주변,일반,52,55,고원아파트1동107호앞,2012
48,4,55,55,종합병원,58,가,60,60,부산진구개금4동백병원주변,일반,51,58,하성약국옆,2012
56,4,63,63,일반주거1,67,나,65,69,기장군기장읍동부리,도로,59,66,기아자동차앞,2012
58,4,66,67,일반주거1,69,나,69,69,기장군기장읍동부리,도로,62,68,제비표페인트앞,2012
44,4,51,56,일반주거1,60,나,57,62,기장군기장읍동부리,일반,47,58,대진아파트앞,2012
52,4,54,57,일반주거1,67,나,62,60,기장군기장읍동부리,일반,53,61,유한빌라앞,2012
55,4,53,54,일반주거1,59,나,53,59,기장군기장읍동부리,일반,54,56,제3기장교회앞,2012
60,4,64,70,일반주거2,68,나,67,68,동래구사직2동,도로,62,68,사직로얄A입구건너편,2012
60,4,66,70,일반주거2,68,나,67,68,동래구사직2동,도로,63,68,종로엠스쿨앞,2012
56,4,55,59,일반주거2,60,나,57,58,동래구사직2동,일반,55,58,묵자골감자탕앞,2012
51,4,51,53,일반주거2,52,나,57,51,동래구사직2동,일반,51,53,사직주공안,2012
54,4,53,56,일반주거2,58,나,60,57,동래구사직2동,일반,53,57,하나메기탕앞,2012
71,4,72,74,일반주거3,71,나,73,74,북구덕천1동,도로,71,73,13동 시영APT입구,2012
68,4,70,71,일반주거3,71,나,70,70,북구덕천1동,도로,69,70,1동 시영APT입구,2012
53,4,54,55,일반주거3,53,나,53,54,북구덕천1동,일반,53,53,14동 시영APT뒤,2012
55,4,56,62,일반주거3,62,나,60,60,북구덕천1동,일반,55,61,미진골든빌라앞,2012
50,4,53,56,일반주거3,54,나,55,54,북구덕천1동,일반,51,54,시영A5동5~6라인앞,2012
66,4,68,69,상업,68,다,70,70,해운대구중1동,도로,67,69,메리어트호텔 우,2012
65,4,66,67,상업,66,다,67,68,해운대구중1동,도로,65,67,메리어트호텔 좌,2012
53,4,56,56,상업,56,다,57,55,해운대구중1동,일반,54,56,메리어트호텔 뒤,2012
56,4,57,60,상업,60,다,61,60,해운대구중1동,일반,56,60,파라다이스호텔 옆,2012
53,4,54,55,상업,56,다,58,57,해운대구중1동,일반,53,56,파라다이스호텔입구,2012
64,4,68,70,준공업,68,다,69,69,영도구남항동,도로,66,69,남항새마을금고,2012
63,4,66,69,준공업,70,다,67,69,영도구남항동,도로,64,68,카이스트안경앞,2012
50,4,59,55,준공업,65,다,64,65,영도구남항동,일반,54,62,㈜태림오릭스옆,2012
37,4,46,55,준공업,66,다,62,63,영도구남항동,일반,41,61,신한아파트앞,2012
46,4,44,53,준공업,58,다,61,64,영도구남항동,일반,45,59,하나전기앞,2012
56,1,58,69,녹지,64,가,64,61,부산진구개금2동백병원주변,도로,57,64,개금2동새마을금고앞,2012
56,1,61,64,녹지,67,가,66,65,부산진구개금2동백병원주변,도로,58,65,주원초등학교옆,2012
55,1,58,65,녹지,65,가,64,65,중구대청공원내,도로,56,64,방범초소앞,2012
50,1,60,59,녹지,61,가,61,60,중구대청공원내,도로,55,60,시민헌장앞,2012
50,1,56,61,녹지,61,가,59,57,중구대청공원내,일반,53,59,도서관앞,2012
39,1,47,48,녹지,49,가,49,50,중구대청공원내,일반,43,49,동상앞,2012
50,1,55,57,녹지,54,가,58,59,중구대청공원내,일반,52,57,충혼탑입구,2012
52,1,55,59,종합병원,52,가,52,61,부산진구개금2동백병원주변,일반,53,56,건강탕앞,2012
49,1,49,52,종합병원,53,가,55,56,부산진구개금3동백병원주변,일반,49,54,고원아파트1동107호앞,2012
51,1,57,57,종합병원,58,가,57,57,부산진구개금4동백병원주변,일반,54,57,하성약국옆,2012
